原始文本,省,市,区
嵊州市三江街道江三路00号中帝电器,浙江省,绍兴市,嵊州市
八卦新村西区四栋五单元,四川省,攀枝花市,西区
浙江省嘉兴市桐乡市A0000000000000000000000000AAAAAAA,浙江省,嘉兴市,桐乡市
浙江省温州市瓯海区西山西路0号胡宗滔口腔门诊部,浙江省,温州市,瓯海区
南召县乔端镇土门村东庄组,河南省,南阳市,南召县
湖州吴兴区织里镇阿祥路0000号铭光光电科技有限公司,浙江省,湖州市,吴兴区
浙江省-金华市-东阳市巍镇白坦工业区恒光金银丝有限公司,浙江省,金华市,东阳市
浙江-温州-瑞安市飞云街道霞砀村,浙江省,温州市,瑞安市
金华义乌贝村路中顺国际,浙江省,金华市,义乌市
浙江省衢州市柯城区新姜村,浙江省,衢州市,柯城区
黄岩区梅园新村00幢0单元,浙江省,台州市,黄岩区
浙江省宁波市镇海区庄市街道兴庄路000号,浙江省,宁波市,镇海区
浙江省温州市平阳县水头镇丰润世家园0幢0单元,浙江省,温州市,平阳县
公明合水口村柏溪路南00巷万信达商店,甘肃省,庆阳市,合水县
首善镇华东上海城多食汇自助餐厅,辽宁省,鞍山市,海城市
绍兴柯桥区湖西路0000号国贸中心中区00栋钱江源电联,浙江省,绍兴市,柯桥区
浙江省杭州市江干区百大缘城西子国际办公楼A座,浙江省,杭州市,江干区
金花桥街道金花镇川西营村0组金川路000号吉祥超市,四川省,阿坝藏族羌族自治州,金川县
浙江省宁波市鄞州区宜兴路000号宜家华府00幢,浙江省,宁波市,鄞州区
师大南路五号黑龙江外国语学院,黑龙江省,齐齐哈尔市,龙江县
嘉兴市秀洲区禾平街000号,浙江省,嘉兴市,秀洲区
嘉兴市秀洲区王店镇东西二路,浙江省,嘉兴市,秀洲区
强华路南浔国际建材城,河北省,唐山市,路南区
浙江省温州市瓯海区新桥镇金达路00号0楼,浙江省,温州市,瓯海区
江苏省苏州市相城区陆墓镇,江苏省,苏州市,相城区
二环西路与港南路交汇处亿丰赛格电子数码城,广西壮族自治区,贵港市,港南区
观海卫镇观海卫工业区东区三海路00号公牛集团有限公司,四川省,攀枝花市,东区
宁波鄞州望春工业园区科泰路000号,浙江省,宁波市,鄞州区
浙江省?绍兴市?浙江省?绍兴市?绍兴县滨海工业区兴滨路与征海路交叉口,浙江省,绍兴市,绍兴县
金华市婺城区罗埠镇商贸街00号,浙江省,金华市,婺城区
浙江省杭州市萧山区江东六路0000号,浙江省,杭州市,萧山区
苏坡街道金福路0000号龙湖翠微清波A区,广东省,汕头市,龙湖区
义乌市稠山二区,浙江省,金华市,义乌市
浙江省义乌市经发大道0000号,浙江省,金华市,义乌市
浙江省温州市瑞安市飞云石碣门民心路0000号,浙江省,温州市,瑞安市
浙江省杭州市拱墅区拱墅莫干山路余杭塘河交界处世纪新筑,浙江省,杭州市,拱墅区拱墅
杭州杭州市西湖区天目山路0000号杭州市花坞果园财务,浙江省,杭州市,西湖区
义乌市后宅街道北站五区0000栋_四单元,浙江省,金华市,义乌市
浙江杭州余杭区星桥开发区星旺西路000号杭州宾德科技有限公司,浙江省,杭州市,余杭区
安徽省合肥市包河区水阳江路军干阳光公寓0幢,安徽省,合肥市,包河区
浙江省温州市永嘉县嘉宁街,浙江省,温州市,永嘉县
东阳市江北街道华店中心路二号,浙江省,金华市,东阳市
浙江省宁波市奉化市奉化桥西岸路000号电信大楼,浙江省,宁波市,奉化市奉化
安吉大道苏卢村苏卢东路北四里,浙江省,湖州市,安吉县
浙江省杭州市滨江区东方花城,浙江省,杭州市,滨江区
瑞安市阳光路00号保利购,浙江省,温州市,瑞安市
福建省漳州市芗城区天宝镇珠里村五里沙,福建省,漳州市,芗城区
西兴街道江南大道0000号,广西壮族自治区,南宁市,江南区
丽水青田县水南栖霞小区,浙江省,丽水市,青田县
永康九铃西路0000号00楼,浙江省,金华市,永康市
浙江省嘉善县魏塘街道车站北路000号嘉善县人才市场管理办公室,浙江省,嘉兴市,嘉善县
浙江省温州市瑞安市广场东路0000号,浙江省,温州市,瑞安市
浙江省宁波市余姚市阳明街道畈周村陶家00号,浙江省,宁波市,余姚市
广东省深圳市南山区锦绣北街00号华侨城东部工业区A0栋华侨城创意园,黑龙江省,鹤岗市,南山区
杭州市江干区下沙新加坡科技园0号楼,浙江省,杭州市,江干区
浙江省杭州市富阳区新登镇工业园区,浙江省,杭州市,富阳区
杭州江干区新塘路00号元华旺座A座,浙江省,杭州市,江干区
金华义乌市国际商贸城0期00楼,浙江省,金华市,义乌市
神星镇河北省保定市满城县神星镇魏庄村,河北省,保定市,满城县
上海市徐汇区桂林路0000号城达创意产业园0楼,上海市,上海市,徐汇区
新街镇桥南开发区鸿达路000号,天津市,天津市,南开区
兴宁工业区福建利树浆纸有限公司,广东省,梅州市,兴宁市
宁波市鄞州区天童北路0000号和绑大厦A座00楼前程无忧人事外包部,浙江省,宁波市,鄞州区
萧山区闻堰镇戈雅公寓春雨园,浙江省,杭州市,萧山区
金华东阳市横店镇康庄南街000号,浙江省,金华市,东阳市
解放东路00号砂之船英仙街0000A号怕拉丁专柜,河南省,焦作市,解放区
余杭区临平街道绿城蓝庭恬苑,浙江省,杭州市,余杭区
宁波江东曙光路000号美人志,浙江省,宁波市,江东
浙江省舟山市普陀区沈家门国际,上海市,上海市,普陀区
杭州市萧山区市心北路南岸明珠,浙江省,杭州市,萧山区
杭州滨江区长河路0000号,浙江省,杭州市,滨江区
广东省梅州市五华县广东省梅州市五华县水寨镇华兴中路农业银行家,广东省,梅州市,五华县
鹿城区前程路00弄000号温州民政,浙江省,温州市,鹿城区
临平西大街00-00号东海石油大厦00楼,浙江省,杭州市,临平区
临海市古城街道大阳西路临海小学北门,浙江省,台州市,临海市
浙江省温州市瑞安市瑞安市国际汽摩配产业基地园区登峰路0000-0号,浙江省,温州市,瑞安市
桐庐县瑶琳路金龙花园00幢0单元,浙江省,杭州市,桐庐县
浙江省杭州杭州市西湖区学院路颐高数码城北楼,浙江省,杭州市,西湖区
义乌江东街道上麻车000号,浙江省,金华市,义乌市
义乌生产资料市场0楼000街,浙江省,金华市,义乌市
丁桥镇镇保路000号海宁市粤海彩印有限公司,浙江省,嘉兴市,海宁市
浙江-杭州-滨江区西兴路以西_滨康路以北_固陵路以东玲珑府,浙江省,杭州市,滨江区
浙江省温州市永嘉县桥头镇南大街000号,浙江省,温州市,永嘉县
黄龙工业区群山路00号浙江天泰机械有限公司,陕西省,延安市,黄龙县
浙江省慈溪市横河镇龙泉西路0支弄,浙江省,宁波市,慈溪市
浙江省杭州市余杭区天都城爵士花园,浙江省,杭州市,余杭区
浙江省台州市黄岩区西城工业区曹园路000号,浙江省,台州市,黄岩区
杭州西湖区古墩路莲花路交叉口,浙江省,杭州市,西湖区
甘肃省白银市白银区甘肃省白银市白银区甘肃省白银人力资源和社会保障局诚信路0000号,甘肃省,白银市,白银区
浙江省杭州市江干区下沙街道新怡家园,浙江省,杭州市,江干区
龙湾区沙城街道永强大道健康路0号沙城中心卫生医院挂号室,浙江省,温州市,龙湾区
台州路桥区财富大道财富商贸城隔壁,浙江省,台州市,路桥区
龙川镇大秋树安友畜牧业有限公司,广东省,河源市,龙川县
凌云0区00栋00单元0楼,广西壮族自治区,百色市,凌云县
台州椒江区白云山西路0000号铂金花园,浙江省,台州市,椒江区
浙江省宁波市余姚市低塘街道剑山工业区河南,浙江省,宁波市,余姚市
上城区锦都世家00幢0单元,浙江省,杭州市,上城区
东门街道东门城东街兴华广场九楼宇生隆商行,青海省,西宁市,城东区
浙江省杭州市下城区东新街道沈家路杭州求是医院门卫收,浙江省,杭州市,下城区
浙江省宁波市江北区宁波市江北区仓储路000号000商务园,浙江省,宁波市,江北区
桃源街道时代大道000号,湖南省,常德市,桃源县
义乌市拥军路0000号大盈袜业联系,浙江省,金华市,义乌市
余姚市马渚镇北新路000号,浙江省,宁波市,余姚市
青田县鹤城西路00号留家会所,浙江省,丽水市,青田县
瓯北镇和田大厦新楠溪江大酒店,辽宁省,锦州市,北镇市
经济开发区银都花园0楼中国银行瑞安滨江支行,浙江省,温州市,瑞安市
陕西省咸阳市乾县周城镇街道,陕西省,咸阳市,乾县
浙江省温州市瑞安市湖岭镇鹿木乡河岙村,浙江省,温州市,瑞安市
浙江省杭州市萧山区义桥镇复兴工业园杭州双锦布艺有限公司,浙江省,杭州市,萧山区
杭州余杭区良渚镇文化村白鹭郡北,浙江省,杭州市,余杭区
浙江省绍兴市越城区城南街道凤凰路0000号,浙江省,绍兴市,越城区
浙江省丽水市庆元县大济村寻客栈,浙江省,丽水市,庆元县
金华义乌福田市场A区00街00号门,浙江省,金华市,义乌市
浙江省宁波市鄞州区工贸一路000-000号,浙江省,宁波市,鄞州区
东阳市江北街道人民北路000号碧水名府00栋,浙江省,金华市,东阳市
浙江省宁波市海曙区中山西路00号海曙大厦,浙江省,宁波市,海曙区
文明中路000号乐成东山南村第一卫生室,黑龙江省,鹤岗市,东山区
浙江金华武义县黄龙工业区黄龙五路0号武义雄昶五金制造有限公司,浙江省,金华市,武义县
义乌北门街0000号奇幻蒸汽电联,浙江省,金华市,义乌市
浙江省金华市义乌市金东区付村镇东升路0000路夏之雪冷库,浙江省,金华市,义乌市金东区
凤山街道同光村蜀山路00号,广西壮族自治区,河池市,凤山县
嘉兴市秀州区洪兴路0000号海州之星汉庭酒店,浙江省,嘉兴市,秀州区
杭州市西湖区双浦镇冯家村,浙江省,杭州市,西湖区
浙江省金华市义乌市北苑街莲塘三区000栋0单元,浙江省,金华市,义乌市
浙江省温州市平阳县园林东路永安公寓里,浙江省,温州市,平阳县
浙江省仙居县安洲街道仙丰路00幢,浙江省,台州市,仙居县
舟山市定海区兴舟大道000号金丰宾馆,浙江省,舟山市,定海区
温州市鹿城区双屿街道浙江省温州市鹿城区中国鞋都二期00号地块,浙江省,温州市,鹿城区
广东省-广州市-海珠区石岗路00号东方工业区,广东省,广州市,海珠区
甘肃省张掖市甘州区人民东街街道二中家属院0号楼0单元,甘肃省,张掖市,甘州区
浙江省宁波市宁海县华庭家园000幢,浙江省,宁波市,宁海县
浙江省苍南县矾山镇珍珠巷0000号,浙江省,温州市,苍南县
浙江省遂昌县妙高街道渡船头村,浙江省,丽水市,遂昌县
江苏省扬州市高邮市车逻镇工业集中区高邮创鑫服饰有限公司,江苏省,扬州市,高邮市
上海市浦东新区高科技园松涛路000号一号楼,上海市,上海市,浦东新区
江苏省连云港市赣榆县罗阳镇河疃村00号,江苏省,连云港市,赣榆县
浙江省丽水市松阳县西屏镇万寿山路望松工业园区,浙江省,丽水市,松阳县
浙江省杭州市余杭区良渚文化村白鹭郡东,浙江省,杭州市,余杭区
浙江省宁波市北仑区申洲有限公司AA座凤阳0路000号,浙江省,宁波市,北仑区
浙江省温州市乐清市柳市有色金属材料市场,浙江省,温州市,乐清市
杭州余杭钱江经济开发区顺风路000号00幢0楼,浙江省,杭州市,余杭区
浙江省台州市椒江区富强路000号台州太平海运有限公司,浙江省,台州市,椒江区
浙江省杭州市杭州市滨江区楚天路000号联系电话,浙江省,杭州市,滨江区
金华义乌童店新村三区仓库,浙江省,金华市,义乌市
浙江杭州富阳市文教北路和公园西路交叉口永和家苑00幢0单元,浙江省,杭州市,富阳市
苍南县灵溪镇时代广场000幢0单元,浙江省,温州市,苍南县
浙江省新昌县儒岙镇中亚胶囊,浙江省,绍兴市,新昌县
嘉兴市南湖区南湖街道双溪路,浙江省,嘉兴市,南湖区
浙江省杭州市临安市城中街000号,浙江省,杭州市,临安市
浙江省金华市东阳市佐村镇,浙江省,金华市,东阳市
浙江省杭州市江干区下沙街道水云街000号碧桂园00栋0单元000楼,浙江省,杭州市,江干区
浙江省缙云县新建镇览溪路0号,浙江省,丽水市,缙云县
杭州市余杭区仓前镇吴山前村,浙江省,杭州市,余杭区
广东省广州市白云区京溪街道银兴路五巷0号,广东省,广州市,白云区
浙江省滨江区滨盛路0000号,浙江省,杭州市,滨江区
浙江杭州萧山区北干街道山北新苑000栋0单元,浙江省,杭州市,萧山区
贵州省毕节市赫章县城关镇小河东二路相逢旅社一楼,贵州省,毕节市,赫章县
浙江省杭州市西湖区紫萱路000号西城博司0号楼岗亭,浙江省,杭州市,西湖区
望江街道钱江路世纪坊,安徽省,安庆市,望江县
湖里街道金湖一里东海山庄00栋,福建省,厦门市,湖里区
浙江省杭州市萧山区义桥镇民丰村村委会,浙江省,杭州市,萧山区
温州鹿城区双屿工业区星际路00号,浙江省,温州市,鹿城区
浙江省台州市椒江区洪家钢材市场A区,浙江省,台州市,椒江区
浙江省温州市鹿城区锦东家园二期00幢温州金豪交通智能科技有限公司,浙江省,温州市,鹿城区
浙江-金华-义乌市前成小区000栋00单元,浙江省,金华市,义乌市
浙江省德清县新市镇梅林柏林校西00号,浙江省,湖州市,德清县
阿克苏市心怡小区0号楼00单元,新疆维吾尔自治区,阿克苏地区,阿克苏市
上城区南山路000-0号电联,浙江省,杭州市,上城区
浙江省温州市永嘉县前京制革东路,浙江省,温州市,永嘉县
浙江省余姚市兰墅路000号,浙江省,宁波市,余姚市
义乌市北下朱00栋四单元0楼,浙江省,金华市,义乌市
镇海区南大街000号国土资源局,浙江省,宁波市,镇海区
浙江省杭州余杭区乔司街道和睦村0组00号,浙江省,杭州市,余杭区
浙江省义乌市青口工业区通宝路000号,浙江省,金华市,义乌市
杭州市余杭区勾庄逸盛路000号,浙江省,杭州市,余杭区
四川巴州区大东外街000号,四川省,巴中市,巴州区
贵州省普定县马场镇下关村二组,贵州省,安顺市,普定县
广东广州市新港街道广州市海珠区滨江东路文晖街高雅湾,广东省,广州市,海珠区
浙江省义乌市稠州北路0000号,浙江省,金华市,义乌市
横三路与纵二路交叉口南00米永安财产保险股份有限公司,福建省,三明市,永安市
